"party","value","num_ads","total_spend_pct","type","location_type","is_exclusion","custom_audience_type","total_num_ads","total_spend_formatted","detailed_type"
"Μητσοτάκης","All",1,1,"gender",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","Women",0,0,"gender",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","Men",0,0,"gender",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","Greek",1,1,"language",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","Greece",1,1,"location","countries",FALSE,NA,1,"€140",NA
"Μητσοτάκης","13",0,0,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","14",0,0,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","15",0,0,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","16",0,0,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","17",0,0,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","18",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","19",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","20",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","21",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","22",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","23",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","24",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","25",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","26",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","27",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","28",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","29",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","30",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","31",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","32",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","33",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","34",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","35",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","36",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","37",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","38",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","39",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","40",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","41",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","42",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","43",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","44",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","45",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","46",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","47",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","48",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","49",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","50",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","51",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","52",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","53",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","54",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","55",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","56",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","57",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","58",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","59",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","60",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","61",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","62",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","63",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","64",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","65+",1,1,"age",NA,NA,NA,1,"€140",NA
"Μητσοτάκης","Custom audience",1,1,"custom_audience",NA,FALSE,"HAS_CA_INCLUSION",1,"€140",NA
"Μητσοτάκης","Custom audience",0,0,"custom_audience",NA,TRUE,"HAS_CA_EXCLUSION",1,"€140",NA
"Μητσοτάκης","Customer list custom audience",0,0,"custom_audience",NA,FALSE,"HAS_DFCA_INCLUSION",1,"€140",NA
